order_id,date_key,customer_key,product_key,region_key,salesperson_key,quantity,gross_revenue,discount_amount,profit_amount
ORD-000000086,20230117,49,64,1,6,2,1158.37,0.0,295.65
ORD-000000087,20230810,85,7,2,7,2,407.32,40.73,42.55
ORD-000000088,20230107,25,142,2,12,2,934.45,93.45,204.32
ORD-000000089,20231121,79,18,2,10,3,1284.38,128.44,190.05
ORD-000000090,20241011,37,142,1,6,3,1615.16,0.0,269.26
ORD-000000091,20230930,77,44,2,12,2,1066.14,0.0,117.99
ORD-000000092,20231122,12,54,2,10,3,941.18,0.0,191.71
ORD-000000093,20240413,96,128,4,21,3,1084.22,0.0,145.52
ORD-000000094,20241102,23,78,1,5,1,407.36,0.0,53.19
ORD-000000095,20241219,4,59,2,7,3,1596.56,79.83,399.9
ORD-000000096,20241130,8,110,2,7,1,346.06,0.0,36.2
ORD-000000097,20241228,67,68,2,10,2,84.45,4.22,24.71
ORD-000000098,20240426,37,60,2,8,2,982.19,49.11,99.51
ORD-000000099,20230909,37,139,1,6,2,583.35,0.0,96.81
ORD-000000100,20231226,41,147,2,11,3,1894.01,0.0,534.2
ORD-000000101,20240807,34,11,2,8,1,449.46,44.95,59.72
ORD-000000102,20231025,25,147,3,15,4,2469.31,123.47,355.85
ORD-000000103,20231123,99,73,1,2,1,151.61,0.0,41.38
ORD-000000104,20240213,89,25,1,4,3,49.51,2.48,4.49
ORD-000000105,20230924,10,141,1,4,1,407.39,0.0,112.69
ORD-000000106,20240228,31,120,1,1,2,83.6,0.0,12.99
ORD-000000107,20250701,87,31,1,4,1,237.5,0.0,46.51
ORD-000000108,20230626,76,135,1,3,2,129.68,12.97,11.83
ORD-000000109,20230526,29,14,2,12,2,81.54,0.0,23.6
ORD-000000110,20250213,46,41,3,17,1,102.9,0.0,24.51
ORD-000000111,20250612,93,59,2,9,1,593.41,0.0,58.68
ORD-000000112,20240113,54,142,2,10,2,925.81,0.0,218.07
ORD-000000113,20240718,76,86,2,8,1,198.17,9.91,39.77
ORD-000000114,20250808,77,108,1,5,2,525.22,0.0,90.23
ORD-000000115,20241226,82,73,3,14,1,166.5,0.0,50.11
ORD-000000116,20231006,37,57,2,7,3,606.24,0.0,73.31
ORD-000000117,20231011,8,22,2,10,1,395.78,0.0,40.73
ORD-000000118,20240529,61,19,2,8,2,1314.52,131.45,365.11
ORD-000000119,20250808,35,82,2,7,3,256.11,12.81,40.68
ORD-000000120,20230112,39,108,1,1,1,287.03,0.0,66.98
ORD-000000121,20250525,13,13,3,14,1,624.86,93.73,100.48
ORD-000000122,20250911,62,123,1,2,2,691.35,0.0,144.81
ORD-000000123,20250628,31,139,3,16,1,319.13,31.91,35.75
ORD-000000124,20241012,36,43,1,5,1,314.43,15.72,37.08
ORD-000000125,20241105,63,73,1,5,3,592.37,0.0,105.06
ORD-000000126,20230316,44,137,2,11,1,622.11,31.11,55.69
ORD-000000127,20240222,43,42,3,17,1,391.0,19.55,53.32
ORD-000000128,20241218,94,70,2,10,1,235.68,23.57,24.02
ORD-000000129,20241028,3,70,2,11,1,221.03,0.0,33.66
ORD-000000130,20230721,42,138,1,5,5,1144.07,0.0,312.14
ORD-000000131,20240706,99,14,2,9,3,161.22,0.0,41.24
ORD-000000132,20230709,38,138,1,2,3,653.86,0.0,57.04
ORD-000000133,20230515,94,49,1,3,1,499.3,0.0,153.35
ORD-000000134,20240127,52,137,4,21,2,1196.61,59.83,185.2
ORD-000000135,20230326,67,125,1,1,1,11.78,0.0,2.92
ORD-000000136,20241004,40,133,3,16,1,384.86,0.0,62.13
ORD-000000137,20241105,51,79,2,7,1,546.6,0.0,109.74
ORD-000000138,20240829,62,60,1,3,4,2626.19,262.62,520.23
ORD-000000139,20251010,40,6,1,3,1,112.79,0.0,30.13
ORD-000000140,20230904,71,62,2,9,1,297.98,14.9,86.26
ORD-000000141,20240917,24,57,2,10,4,930.7,46.54,157.75
ORD-000000142,20240123,23,139,1,4,2,613.13,91.97,58.15
ORD-000000143,20240328,24,14,1,4,1,60.2,0.0,17.2
ORD-000000144,20240310,78,92,4,20,1,569.98,0.0,117.35
ORD-000000145,20240109,4,31,3,17,3,635.27,63.53,178.69
ORD-000000146,20231110,88,121,4,22,2,1075.89,0.0,262.98
ORD-000000147,20251213,54,4,2,10,1,266.33,0.0,28.42
ORD-000000148,20250725,91,56,2,8,1,673.34,67.33,96.77
ORD-000000149,20240806,5,121,3,16,1,637.39,31.87,109.13
ORD-000000150,20240706,56,42,2,7,2,801.36,80.14,166.47
ORD-000000151,20240119,69,109,1,5,1,89.23,8.92,13.32
ORD-000000152,20230820,66,3,2,10,1,565.42,28.27,170.16
ORD-000000153,20250807,34,59,2,8,1,603.22,0.0,69.19
ORD-000000154,20230401,26,5,1,6,4,494.5,0.0,55.29
ORD-000000155,20230517,7,79,2,11,4,2063.14,0.0,545.04
ORD-000000156,20250413,27,3,4,20,1,709.4,0.0,152.43
ORD-000000157,20250902,70,149,2,8,4,866.16,0.0,103.98
ORD-000000158,20251125,57,58,2,8,2,1173.63,0.0,368.67
ORD-000000159,20240224,83,3,2,9,3,2095.72,0.0,653.17
ORD-000000160,20251031,2,11,1,4,1,470.6,0.0,102.44
ORD-000000161,20251014,89,21,1,5,2,640.16,32.01,61.29
ORD-000000162,20240814,73,73,2,11,2,329.18,0.0,38.72
ORD-000000163,20230629,44,78,2,10,2,801.65,0.0,224.41
ORD-000000164,20250524,55,130,1,4,2,202.23,0.0,32.57
ORD-000000165,20240521,69,66,2,11,1,614.19,30.71,99.17
ORD-000000166,20250927,91,146,1,4,3,1465.32,73.27,292.85
ORD-000000167,20230407,53,18,1,5,3,1235.02,0.0,193.48
ORD-000000168,20230511,84,125,2,11,2,22.59,0.0,5.38
ORD-000000169,20230516,26,135,2,10,2,116.02,0.0,25.33
ORD-000000170,20250721,53,104,1,3,3,2010.98,0.0,451.84
ORD-000000171,20230327,36,36,2,12,4,933.64,0.0,143.03
ORD-000000172,20240130,95,125,2,10,1,13.55,0.0,3.18
ORD-000000173,20250807,65,85,3,15,2,689.49,0.0,70.22
ORD-000000174,20231215,8,147,3,17,1,515.26,25.76,104.87
ORD-000000175,20230311,75,59,1,6,2,841.01,0.0,114.26
ORD-000000176,20231228,26,48,1,1,3,1528.63,152.86,396.49
ORD-000000177,20251203,13,46,1,4,3,925.61,46.28,221.91
ORD-000000178,20250925,80,149,2,11,1,221.35,0.0,23.61
ORD-000000179,20230725,68,141,1,1,1,493.94,24.7,130.63
ORD-000000180,20240807,98,74,1,2,1,580.99,29.05,70.56
ORD-000000181,20241129,34,96,1,4,2,1206.38,0.0,373.53
ORD-000000182,20230312,55,77,2,7,1,629.94,0.0,147.28
ORD-000000183,20230923,74,93,3,13,3,1645.15,0.0,408.24
ORD-000000184,20250507,58,131,1,1,3,1802.36,0.0,366.85
ORD-000000185,20241121,26,131,1,1,1,542.26,0.0,114.43
ORD-000000186,20250628,19,34,3,14,3,1918.94,95.95,519.9
ORD-000000187,20231102,44,57,3,13,1,238.57,11.93,23.91
ORD-000000188,20240411,71,6,3,13,2,215.49,0.0,43.58
ORD-000000189,20250327,69,79,3,16,1,657.94,0.0,93.18
ORD-000000190,20250706,46,150,1,5,2,367.5,0.0,102.78
ORD-000000191,20240218,99,68,1,4,2,65.05,0.0,20.78
ORD-000000192,20250403,99,44,3,18,2,1030.66,0.0,229.96
ORD-000000193,20230321,90,132,2,9,2,212.54,0.0,55.16
ORD-000000194,20231226,49,133,2,12,3,1252.09,125.21,118.25
ORD-000000195,20230501,30,42,4,20,2,783.14,0.0,196.98
ORD-000000196,20240920,87,105,1,2,1,700.76,0.0,181.74
ORD-000000197,20240625,7,35,3,16,3,1330.5,133.05,98.55
ORD-000000198,20230729,58,123,3,18,2,905.55,45.28,104.21
ORD-000000199,20230306,87,122,3,15,4,2376.95,0.0,209.36
ORD-000000200,20231116,69,98,2,10,4,1248.1,62.41,370.03
ORD-000000201,20230911,57,22,3,14,4,2020.48,0.0,451.87
ORD-000000202,20240905,19,107,4,24,1,355.11,17.76,107.01
ORD-000000203,20230909,56,108,2,10,3,1094.96,0.0,206.69
ORD-000000204,20240820,60,88,1,2,2,125.95,12.6,21.71
ORD-000000205,20240506,15,85,2,11,2,811.34,81.13,77.56
ORD-000000206,20250322,36,132,3,17,2,184.76,18.48,17.88
ORD-000000207,20230217,91,34,1,4,3,2161.62,108.08,636.35
ORD-000000208,20250208,83,50,1,1,2,246.7,0.0,56.54
ORD-000000209,20241217,59,107,1,2,1,333.64,33.36,44.37
ORD-000000210,20250303,83,27,2,9,2,879.61,0.0,209.51
ORD-000000211,20231216,16,39,1,1,1,351.48,0.0,40.12
ORD-000000212,20240620,5,72,3,14,1,79.06,0.0,13.93
ORD-000000213,20250410,23,55,3,18,3,516.68,51.67,56.21
ORD-000000214,20230826,88,56,2,11,4,1785.97,0.0,373.61
ORD-000000215,20240915,81,8,1,6,2,1209.21,120.92,163.33
ORD-000000216,20251216,67,119,4,23,1,672.87,100.93,175.42
ORD-000000217,20240202,88,124,2,9,2,624.18,0.0,53.14
ORD-000000218,20240307,13,39,2,10,2,757.37,37.87,210.1
ORD-000000219,20241222,45,117,3,16,3,746.37,0.0,150.25
ORD-000000220,20240318,16,141,1,2,2,810.43,0.0,112.51
ORD-000000221,20250623,83,103,3,17,3,924.46,46.22,94.28
ORD-000000222,20230123,56,79,1,5,2,1095.77,109.58,241.58
ORD-000000223,20230325,41,73,4,19,1,205.41,0.0,60.52
ORD-000000224,20240413,85,116,1,4,2,613.54,0.0,157.06
ORD-000000225,20250414,79,58,1,1,1,563.87,28.19,70.3
ORD-000000226,20230609,61,45,3,14,2,787.15,78.72,215.9
ORD-000000227,20241121,57,119,1,5,2,1387.66,69.38,248.72
ORD-000000228,20230429,76,69,1,3,4,3133.33,0.0,275.91
ORD-000000229,20250608,97,30,1,5,3,371.48,0.0,44.09
ORD-000000230,20231211,12,35,1,4,3,1661.86,166.19,144.43
ORD-000000231,20230126,5,149,2,12,1,260.9,26.09,45.89
ORD-000000232,20230817,25,146,1,3,1,443.2,0.0,138.12
ORD-000000233,20240223,34,50,1,4,1,126.84,12.68,24.71
ORD-000000234,20230126,59,58,2,9,1,539.78,0.0,90.12
ORD-000000235,20250505,2,93,1,6,1,443.91,0.0,122.8
ORD-000000236,20230408,26,78,2,7,2,892.28,0.0,175.11
ORD-000000237,20240320,82,107,1,2,1,402.66,0.0,63.25
ORD-000000238,20231208,34,16,4,21,3,836.22,125.43,68.46
ORD-000000239,20241006,89,64,2,11,1,541.65,81.25,42.38
ORD-000000240,20240821,51,88,1,6,1,59.65,0.0,10.34
ORD-000000241,20240217,96,49,1,4,1,480.62,72.09,72.01
ORD-000000242,20240204,37,50,2,8,2,218.83,0.0,50.91
ORD-000000243,20250308,98,27,1,5,1,404.4,0.0,112.11
ORD-000000244,20240217,76,87,1,5,2,1263.56,63.18,171.38
ORD-000000245,20230207,32,33,1,6,1,588.51,0.0,68.89
ORD-000000246,20250405,48,139,3,17,1,310.3,0.0,89.39
ORD-000000247,20250327,82,101,3,18,1,628.23,0.0,198.58
ORD-000000248,20250910,89,126,1,6,1,240.18,36.03,30.69
ORD-000000249,20231026,74,60,1,1,1,444.88,0.0,92.73
ORD-000000250,20240507,72,126,4,21,2,394.94,0.0,42.89
ORD-000000251,20250330,10,8,2,7,5,3104.07,0.0,504.37
ORD-000000252,20240519,41,90,2,9,5,1922.06,288.31,446.79
ORD-000000253,20230415,83,37,2,8,3,2070.05,0.0,578.19
ORD-000000254,20231215,84,50,4,23,1,122.17,0.0,25.9
ORD-000000255,20241029,54,142,3,14,2,814.25,40.71,70.75
ORD-000000256,20230601,67,41,3,13,1,139.61,0.0,30.76
ORD-000000257,20250613,40,45,1,4,1,288.0,14.4,24.58
ORD-000000258,20240821,36,127,1,5,2,323.05,0.0,42.19
ORD-000000259,20250403,93,27,1,5,1,345.22,17.26,46.18
ORD-000000260,20231104,1,2,3,14,5,2615.4,0.0,827.67
ORD-000000261,20231021,84,148,2,8,5,176.88,17.69,26.64
ORD-000000262,20251119,82,6,3,18,1,112.95,0.0,31.6
ORD-000000263,20241222,60,14,3,14,1,52.55,0.0,14.39
ORD-000000264,20230730,67,9,1,3,3,1522.34,76.12,191.33
ORD-000000265,20231118,56,4,1,4,3,927.84,0.0,118.78
ORD-000000266,20230318,86,105,1,6,3,1901.66,0.0,534.6
ORD-000000267,20230331,11,15,4,20,1,141.6,21.24,17.43
ORD-000000268,20240214,40,55,1,2,4,861.41,0.0,159.0
ORD-000000269,20251217,77,111,1,2,1,32.85,1.64,8.67
ORD-000000270,20231207,48,110,2,8,2,578.11,0.0,146.17
ORD-000000271,20250719,84,148,2,8,2,54.42,2.72,11.1
ORD-000000272,20240129,91,141,1,3,1,520.33,0.0,150.8
ORD-000000273,20240712,94,129,1,1,3,874.28,0.0,120.15
ORD-000000274,20230515,75,63,3,18,2,844.98,126.75,93.56
ORD-000000275,20250307,28,93,3,13,4,1846.67,277.0,499.2
ORD-000000276,20251102,52,5,3,17,1,157.35,0.0,38.97
ORD-000000277,20241203,100,89,1,5,3,468.56,46.86,89.21
ORD-000000278,20241224,24,30,4,24,1,148.74,7.44,19.88
ORD-000000279,20250302,15,134,3,14,1,43.34,4.33,3.72
ORD-000000280,20250816,92,89,3,14,1,166.5,0.0,14.97
ORD-000000281,20250426,87,140,4,22,2,1187.17,59.36,97.83
ORD-000000282,20251026,67,71,1,2,2,592.41,59.24,97.7
ORD-000000283,20240111,28,95,1,1,1,652.77,0.0,152.39
ORD-000000284,20250322,17,17,3,16,1,664.33,0.0,151.05
ORD-000000285,20231123,52,20,1,1,2,95.65,0.0,20.88
ORD-000000286,20250915,61,107,1,6,5,1905.18,95.26,407.18
ORD-000000287,20231012,33,42,2,8,4,1674.52,0.0,409.63
ORD-000000288,20230602,4,79,4,22,2,922.54,92.25,227.99
ORD-000000289,20240321,12,107,3,14,3,1315.03,0.0,210.93
ORD-000000290,20230613,37,84,3,18,5,1217.39,0.0,123.9
ORD-000000291,20250628,8,41,3,18,4,468.8,0.0,54.42
ORD-000000292,20240204,58,24,4,23,1,25.42,3.81,6.89
ORD-000000293,20230411,68,61,2,9,1,253.49,0.0,65.3
ORD-000000294,20250301,26,79,2,12,1,606.7,0.0,186.3
ORD-000000295,20231221,6,112,1,3,1,195.56,9.78,29.9
ORD-000000296,20241113,63,52,1,5,4,1193.18,119.32,260.27
ORD-000000297,20241025,40,150,3,15,2,401.62,0.0,35.91
ORD-000000298,20230902,89,91,3,18,4,1967.15,0.0,376.1
ORD-000000299,20250905,93,24,4,20,1,22.7,3.4,5.49
ORD-000000300,20250312,86,82,2,9,2,131.13,0.0,14.97
ORD-000000301,20251125,56,15,1,6,4,541.08,0.0,130.24
ORD-000000302,20240722,91,137,1,3,1,507.96,0.0,46.33
ORD-000000303,20250810,38,74,1,1,3,1418.75,141.88,194.47
ORD-000000304,20230310,72,147,1,4,5,4014.72,0.0,1274.93
ORD-000000305,20240519,7,139,1,6,3,1001.85,0.0,248.62
ORD-000000306,20240925,26,113,3,16,2,64.87,0.0,5.77
ORD-000000307,20230414,63,12,2,12,1,427.71,0.0,122.88
ORD-000000308,20240409,55,84,1,6,1,237.08,0.0,42.62
ORD-000000309,20230704,21,9,2,11,2,1040.95,0.0,273.47
ORD-000000310,20230816,12,62,1,4,2,584.93,29.25,94.19
ORD-000000311,20230930,58,100,2,10,1,317.45,15.87,55.03
ORD-000000312,20230219,60,9,2,10,1,517.33,0.0,161.17
ORD-000000313,20240411,25,113,2,10,2,95.72,0.0,24.7
ORD-000000314,20251105,54,46,4,19,5,1597.04,0.0,167.16
ORD-000000315,20230418,10,75,1,4,3,680.71,68.07,106.99
ORD-000000316,20240530,61,50,1,5,1,117.78,0.0,21.56
ORD-000000317,20250403,71,127,2,12,1,138.69,0.0,21.63
ORD-000000318,20250410,9,62,1,2,1,261.24,13.06,34.89
ORD-000000319,20241223,60,123,2,7,5,1685.53,0.0,425.34
ORD-000000320,20230905,3,22,1,3,1,568.81,0.0,54.29
ORD-000000321,20251011,68,81,3,17,1,474.8,23.74,80.46
ORD-000000322,20230916,14,19,1,1,1,642.45,0.0,63.62
ORD-000000323,20240220,53,98,2,11,2,605.36,30.27,82.73
ORD-000000324,20231117,1,119,2,12,2,982.68,0.0,264.43
ORD-000000325,20241123,59,126,1,3,1,299.96,15.0,34.31
ORD-000000326,20230516,87,89,1,2,1,144.93,7.25,11.97
ORD-000000327,20250203,90,47,1,3,1,631.66,0.0,112.44
ORD-000000328,20231125,100,121,1,2,1,730.11,0.0,155.5
ORD-000000329,20250518,68,144,2,10,1,694.5,0.0,162.46
ORD-000000330,20250409,35,41,3,13,2,238.69,11.93,63.86
ORD-000000331,20230915,33,17,3,14,3,1370.29,0.0,341.61
ORD-000000332,20230803,40,92,2,7,3,1355.19,67.76,406.43
ORD-000000333,20230408,65,45,1,1,1,332.43,16.62,93.21
ORD-000000334,20240530,65,125,3,14,1,10.5,1.57,0.8
ORD-000000335,20231006,97,68,1,3,4,173.59,0.0,44.31
ORD-000000336,20250110,20,124,1,1,4,1437.16,0.0,353.11
ORD-000000337,20251026,13,88,2,12,1,60.74,0.0,5.69
ORD-000000338,20250412,47,53,4,22,3,1053.37,0.0,214.32
ORD-000000339,20250705,41,62,1,1,2,574.09,28.7,135.16
ORD-000000340,20230608,65,146,1,2,1,635.62,31.78,67.23
ORD-000000341,20240227,36,81,3,16,2,919.27,45.96,71.09
ORD-000000342,20241123,49,70,1,2,2,480.15,0.0,65.75
ORD-000000343,20250925,3,93,1,6,1,479.17,23.96,85.52
ORD-000000344,20240916,18,150,2,10,4,946.38,47.32,100.96
ORD-000000345,20240619,13,93,1,5,3,1432.78,143.28,354.76
ORD-000000346,20240912,57,3,1,6,5,3397.28,0.0,281.01
ORD-000000347,20240218,32,145,3,13,2,264.3,0.0,67.54
ORD-000000348,20230916,85,82,4,19,3,205.86,0.0,50.38
ORD-000000349,20230314,29,79,2,8,4,2261.74,0.0,723.66
ORD-000000350,20250528,22,52,1,3,2,596.14,0.0,53.67
ORD-000000351,20230318,85,43,1,5,2,616.63,30.83,101.04
ORD-000000352,20250110,94,17,3,13,5,3352.85,167.64,602.74
ORD-000000353,20230518,92,14,1,3,1,55.82,0.0,6.43
ORD-000000354,20241013,88,147,1,1,3,2123.67,212.37,298.94
ORD-000000355,20231208,9,102,1,2,2,523.72,26.19,73.58
ORD-000000356,20230129,29,14,3,13,1,46.86,0.0,8.68
ORD-000000357,20250627,33,40,1,4,1,716.86,35.84,143.27
ORD-000000358,20231204,74,47,4,21,2,1444.09,0.0,457.01
ORD-000000359,20230507,69,87,1,1,1,614.75,0.0,156.58
ORD-000000360,20241217,31,111,2,8,2,62.18,6.22,16.45
ORD-000000361,20251105,40,75,4,23,3,898.81,0.0,234.07
ORD-000000362,20231022,96,75,1,6,1,325.3,0.0,103.88
ORD-000000363,20230506,56,89,4,19,1,137.78,0.0,20.32
ORD-000000364,20250519,32,104,4,24,4,2174.1,108.7,397.6
ORD-000000365,20240611,28,3,1,4,2,1236.67,61.83,141.6
ORD-000000366,20240727,17,132,2,12,1,81.61,0.0,22.14
ORD-000000367,20230404,30,103,2,10,1,307.91,15.4,86.65
ORD-000000368,20250224,83,28,1,1,5,3661.21,0.0,338.07
ORD-000000369,20230825,60,72,1,2,2,188.18,18.82,14.42
ORD-000000370,20230502,38,57,4,19,2,490.92,49.09,81.25
ORD-000000371,20230520,12,11,2,7,1,342.09,0.0,95.76
ORD-000000372,20250905,31,41,1,2,2,197.02,0.0,54.72
ORD-000000373,20240213,17,38,1,3,2,186.94,28.04,50.34
ORD-000000374,20250214,47,98,2,7,5,1522.11,0.0,148.43
ORD-000000375,20240508,21,65,2,7,5,2233.49,223.35,531.26
ORD-000000376,20240729,80,102,2,11,1,218.94,10.95,42.86
ORD-000000377,20241031,9,16,2,7,3,873.6,43.68,231.25
ORD-000000378,20230923,82,57,2,7,4,649.83,32.49,81.07
ORD-000000379,20251230,15,131,2,9,4,1729.09,86.45,436.3
ORD-000000380,20240127,56,115,1,3,2,353.47,35.35,25.73
ORD-000000381,20241120,85,79,2,10,1,615.17,0.0,87.55
ORD-000000382,20230927,36,86,2,9,1,232.03,0.0,23.2
ORD-000000383,20250131,89,75,2,7,1,355.47,0.0,43.42
ORD-000000384,20231116,10,68,1,3,2,80.51,0.0,17.35
ORD-000000385,20250921,58,145,2,9,2,221.1,0.0,63.96
ORD-000000386,20251103,60,30,4,22,2,341.44,17.07,66.25
ORD-000000387,20240121,37,34,2,9,2,1069.51,106.95,214.32
ORD-000000388,20251124,73,143,1,1,5,171.97,0.0,28.53
ORD-000000389,20250326,84,94,3,18,2,1193.79,0.0,268.3
ORD-000000390,20230824,53,70,1,1,2,562.91,28.15,128.82
ORD-000000391,20250912,76,111,1,5,2,63.68,0.0,11.03
ORD-000000392,20230914,100,19,3,13,3,2027.89,101.39,439.19
ORD-000000393,20230415,19,65,1,6,2,920.13,46.01,105.23
ORD-000000394,20230117,38,58,2,10,1,496.51,0.0,82.23
ORD-000000395,20230816,10,138,1,3,1,262.97,0.0,56.75
ORD-000000396,20240914,84,8,3,18,1,553.13,0.0,121.6
ORD-000000397,20230826,17,149,4,21,1,307.07,30.71,70.89
ORD-000000398,20241221,28,72,3,16,4,386.92,0.0,93.41
ORD-000000399,20230501,43,114,1,5,2,589.45,58.95,86.07
ORD-000000400,20240225,100,15,3,13,1,142.35,0.0,16.75
ORD-000000401,20241025,76,81,3,13,1,544.7,27.24,146.94
ORD-000000402,20240201,61,15,2,7,1,143.1,0.0,24.83
ORD-000000403,20240427,15,33,1,3,1,663.13,0.0,77.5
ORD-000000404,20250629,34,99,2,12,2,39.07,0.0,7.55
ORD-000000405,20241110,26,125,1,6,1,11.14,0.56,3.05
